"3576398","Aberdeen","Aberdeen","Aberdeen,Aberdeen Village","17.0699","-61.8098","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576397","All Saints","All Saints","All Saints,All Saints Village","17.0667","-61.793","P","PPL","AG","","07","","","","2526",\N,"60","America/Antigua","2016-06-26"
"3576386","Barnes Hill","Barnes Hill","Barnes Hill,Barnes Hill Village","17.1423","-61.8079","P","PPL","AG","","03","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576382","Bats Cave","Bats Cave","","17.0167","-61.75","P","PPL","AG","","06","","","","0",\N,"30","America/Antigua","1993-12-21"
"11882970","Bellevue","Bellevue","","17.08","-61.7937","P","PPL","AG","","03","","","","0",\N,"1","America/Antigua","2018-06-11"
"3576380","Bellevue Heights","Bellevue Heights","","17.0922","-61.823","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576379","Belmont","Belmont","","17.0996","-61.8261","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-08"
"11881748","Belvedere","Belvedere","","17.0677","-61.8387","P","PPLL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-11"
"3576378","Bendals","Bendals","Bendals,Bendals Village","17.0681","-61.836","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576377","Bethesda","Bethesda","Bethesda,Bethesda Village","17.0433","-61.7508","P","PPL","AG","","06","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576376","Betty’s Hope","Betty's Hope","Betty's Hope,Betty’s Hope","17.0812","-61.7448","P","PPL","AG","","07","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576375","Big Duers","Big Duers","","17.0707","-61.7633","P","PPLL","AG","","07","","","","0",\N,"1","America/Antigua","2018-06-08"
"3576369","Bishops","Bishops","","17.0452","-61.8156","P","PPL","AG","","05","","","","0",\N,"1","America/Antigua","2018-06-08"
"11881393","Black Rock","Black Rock","","17.1691","-61.8274","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-11"
"3576364","Blubber Valley","Blubber Valley","","17.0665","-61.8642","P","PPL","AG","","05","","","","0",\N,"1","America/Antigua","2018-06-08"
"11881421","Bodkins","Bodkins","","17.0495","-61.7657","P","PPL","AG","","06","","","","0",\N,"1","America/Antigua","2018-06-11"
"3576361","Bolands","Bolands","Boland Village,Bolands,Bolans","17.0657","-61.8747","P","PPLA","AG","","05","","","","1657",\N,"9","America/Antigua","2016-06-26"
"3576358","Boon House","Boon House","","17.1667","-61.8333","P","PPL","AG","","04","","","","0",\N,"61","America/Antigua","1993-12-21"
"3576355","Branns Hamlet","Branns Hamlet","","17.1037","-61.8361","P","PPL","AG","","04","","","","0",\N,"1","America/Antigua","2018-06-08"
"11881426","Brooks","Brooks","","17.042","-61.7813","P","PPLL","AG","","06","","","","0",\N,"1","America/Antigua","2018-06-11"
"11881741","Browns","Browns","","17.0678","-61.6981","P","PPL","AG","","08","","","","0",\N,"1","America/Antigua","2018-06-11"
