"11048858","Abu Dab National Exhibition Centre","Abu Dab National Exhibition Centre","","24.4198","54.4373","P","PPLX","AE","","","","","","0","0","5","Asia/Dubai","2016-01-19"
"292968","Abu Dhabi","Abu Dhabi","A-pu-that-pi,AEbu Saby,AUH,Aboe Dhabi,Abou Dabi,Abu Dabi,Abu Dabis,Abu Daby,Abu Daibi,Abu Dhabi,Abu Dhabi emiraat,Abu Zabi,Abu Zaby,Abu Zabye,Abu Zabyo,Abu Ḍabi,Abu Ḑabi,Abu-Dabi,Abu-Dabi khot,Abu-Dabio,Abu-Dzabi,Abú Dabí,Abú Daibí,Abú Zabí,Abû Daby,Abū Dabī,Abū Z̧aby,Abū Z̧abye,Abū Z̧abyo,Abū Z̧abī,Ampou Ntampi,Ebu Dabi,Ebu Dhabi,Gorad Abu-Dabi,a bu zha bi,abu dhabi,abu-dabi,abudabi,abudhabi,abw zby,abwzby,aputapi,xa bud abi,Â-pu-tha̍t-pí,Äbu Saby,Əbu-Dabi,Άμπου Ντάμπι,Αμπου Νταμπι,Αμπού Ντάμπι,Абу Даби,Абу-Даби,Абу-Даби хот,Абу-Дабі,Горад Абу-Дабі,Әбу-Даби,Աբու Դաբի,אבו דאבי,أبوظبي,ئەبووزەبی,ابو ظبى,ابوظبی,ابوظہبی,अबु धाबी,अबू धाबी,আবুধাবি,ਅਬੂ ਧਾਬੀ,ଆବୁଧାବି,அபுதாபி,ಅಬು ಧಾಬಿ,അബുദാബി,අබුඩාබි,อาบูดาบี,ཨ་པོའུ་དྷ་པེ།,အဘူဒါဘီမြို့,აბუ-დაბი,አቡ ዳቢ,アブダビ,阿布扎比,아부다비","24.4667","54.3667","P","PPLC","AE","","01","","","","603492",\N,"6","Asia/Dubai","2016-06-03"
"292991","Abū Hayl","Abu Hayl","Abu Hail,Hail,Hāil","25.2841","55.3315","P","PPLX","AE","AE","03","","","","0",\N,"3","Asia/Dubai","2008-03-19"
"6691118","Abu Sangara","Abu Sangara","","25.3386","55.3984","P","PPLX","AE","","06","","","","0",\N,"4","Asia/Dubai","2008-03-19"
"8476511","Abu Shagara","Abu Shagara","","25.3373","55.3965","P","PPLX","AE","","06","","","","0",\N,"15","Asia/Dubai","2013-03-06"
"8469734","Academic City","Academic City","","25.114","55.4103","P","PPLX","AE","","03","","","","0",\N,"34","Asia/Dubai","2013-03-06"
"8226578","Aḑ Ḑaghāyah","Ad Daghayah","Ad Daghayah,Al Daghaya,Al-Dhaghaya,Aḑ Ḑaghāyah,aldghayt,الضغاية","25.2721","55.2989","P","PPLX","AE","","03","","","","0",\N,"10","Asia/Dubai","2013-03-06"
"292954","Adh Dharbānīyah","Adh Dharbaniyah","Ad Dharbaniya,Adh Dharbaniyah,Adh Dharbānīyah","25.7833","55.9333","P","PPL","AE","AE","05","","","","0",\N,"5","Asia/Dubai","2012-01-18"
"292953","Adh Dhayd","Adh Dhayd","Adh Dhaid,Adh Dhayd,Al Daid,Al-Dhayd,Dayd,Dhaid,Dhayd,Duhayd,Ihaid,aldhyd,الذيد,Ḑayd","25.2881","55.8816","P","PPL","AE","","06","","","","24716",\N,"114","Asia/Dubai","2012-01-18"
"291840","Adhan","Adhan","Adhan,Adhin,Idhn","25.4601","56.0126","P","PPL","AE","","05","","","","0",\N,"149","Asia/Dubai","2018-04-27"
"292932","Ajman","Ajman","Ajman,Al Ajman,QAJ,Ujman,ʿjman,عجمان","25.4111","55.435","P","PPLA","AE","","02","","","","226172",\N,"4","Asia/Dubai","2013-03-24"
"292930","Akamiya","Akamiya","Akamiya,`Akamiyah,alʿkamyt,العكامية,‘Akāmīyah","25.6003","56.2691","P","PPLX","AE","","04","","","","0",\N,"16","Asia/Dubai","2014-04-21"
"8476546","Al Abar","Al Abar","","25.3484","55.4285","P","PPLX","AE","","06","","","","0",\N,"11","Asia/Dubai","2013-03-06"
"6691124","Al Aber","Al Aber","","25.3488","55.4287","P","PPLX","AE","","06","","","","0",\N,"10","Asia/Dubai","2008-03-19"
"8052063","Al Abraq","Al Abraq","Al Abraq,alabrq,الأبرق","25.504","55.5566","P","PPL","AE","","07","","","","0",\N,"0","Asia/Dubai","2012-01-21"
"292913","Al Ain","Al Ain","AAN,Ainas,Al Ain,Al Ajn,Al Ayn,Al `Ayn,Al Ɛayn,Al ‘Ayn,Al-Ain,Al-Ajn,Al-Ayin,Al-Ayn,Al-Aïn,Ehl'-Ajn,El Ain,El-Ajn,ai yin,al ain,al-ain,al-aini,alʿyn,ela ena,Ел Аин,Эль-Айн,Ալ-Ային,אל-עין,العين,العین,एल एन,அல் ஐன்,അൽ ഐൻ,ალ-აინი,アル・アイン,艾因,알아인","24.1917","55.7606","P","PPL","AE","","01","","","","408733",\N,"275","Asia/Dubai","2013-03-17"
"8056564","Al Amān","Al Aman","Al Aman,Al Amān,alaman,الأمان","24.4323","54.4235","P","PPLX","AE","","01","","","","0",\N,"3","Asia/Dubai","2012-01-22"
"6951109","Al Aqah","Al Aqah","","25.4967","56.3564","P","PPL","AE","","04","","","","0",\N,"8","Asia/Dubai","2009-09-24"
"292915","Al Aţīr","Al Atir","Al Atir,Al Aţīr,Latir,Latīr","23.1626","53.7362","P","PPL","AE","","01","","","","0",\N,"124","Asia/Dubai","2012-01-18"
"6691191","Al Azrra","Al Azrra","","25.3675","55.4403","P","PPLX","AE","","06","","","","0",\N,"6","Asia/Dubai","2008-03-20"
"6691095","Al Bada","Al Bada","","25.2186","55.2641","P","PPLX","AE","","03","","","","0",\N,"5","Asia/Dubai","2008-03-19"
"8226748","Al Baḩārnah","Al Baharnah","Al Baharna,Al Baharnah,Al Baḩārnah,albharnt,البحارنة","25.26","55.2945","P","PPLX","AE","","03","","","","0",\N,"10","Asia/Dubai","2012-04-06"
"8053903","Al Baladīyah","Al Baladiyah","Al Baladiyah,Al Baladīyah,albldyt,البلدية","24.4879","54.3745","P","PPLX","AE","","01","","","","0",\N,"4","Asia/Dubai","2012-01-21"
"8227122","Al Balūsh","Al Balush","Al Baloosh,Al Balush,Al Balūsh,alblwsh,البلوش","25.2607","55.2923","P","PPLX","AE","","03","","","","0",\N,"14","Asia/Dubai","2012-04-06"
"292559","Al Barāḩah","Al Barahah","Al Baraha,Al Barahah,Al Barāḩah,Barahah,Barāḩah,albraht,البراحة","25.2806","55.3157","P","PPLX","AE","","03","","","","0",\N,"7","Asia/Dubai","2012-04-05"
"6691106","Al Barsha First","Al Barsha First","Al Barsha,البرشاء","25.1131","55.1978","P","PPL","AE","","03","","","","0",\N,"3","Asia/Dubai","2017-08-21"
"6691107","Al Barshaa Second","Al Barshaa Second","","25.1015","55.2178","P","PPLX","AE","","03","","","","0",\N,"2","Asia/Dubai","2008-03-19"
"6691108","Al Barshaa Third","Al Barshaa Third","","25.096","55.196","P","PPLX","AE","","03","","","","0",\N,"1","Asia/Dubai","2008-03-19"
"8476512","Al Bu Deniq","Al Bu Deniq","","25.3435","55.4006","P","PPLX","AE","","06","","","","0",\N,"10","Asia/Dubai","2013-03-06"
"6691213","Al Bustan","Al Bustan","","25.4104","55.4458","P","PPLX","AE","","02","","","","0",\N,"7","Asia/Dubai","2008-03-20"
"6691214","Al Butain","Al Butain","","25.4172","55.4507","P","PPLX","AE","","02","","","","0",\N,"3","Asia/Dubai","2008-03-20"
"8469501","Al Buţīn","Al Butin","Al Buteen,Al Butin,Al Buţīn,albtyn,البطين","25.2691","55.2998","P","PPLX","AE","","03","","","","0",\N,"9","Asia/Dubai","2013-03-06"
"8476549","Al Darari","Al Darari","","25.3281","55.4415","P","PPLX","AE","","06","","","","0",\N,"13","Asia/Dubai","2013-03-06"
"6691130","Al Darrare","Al Darrare","","25.327","55.4405","P","PPLX","AE","","06","","","","0",\N,"10","Asia/Dubai","2008-03-19"
"8476552","Al Ezra","Al Ezra","","25.3704","55.4456","P","PPLX","AE","","02","","","","0",\N,"7","Asia/Dubai","2013-03-06"
"292888","Al Faḩlayn","Al Fahlayn","Al Fahlayn,Al Faḩlayn,Fahlain,Fahlayn,Palhain","25.6841","55.9675","P","PPL","AE","","05","","","","0",\N,"10","Asia/Dubai","2012-01-18"
"6691190","Al Fallaj","Al Fallaj","","25.3589","55.4361","P","PPLX","AE","","06","","","","0",\N,"11","Asia/Dubai","2008-03-20"
"394228","Al Faq‘","Al Faq`","Al Faq`,Al Faq‘","24.7102","55.6218","P","PPL","AE","","03","","","","0",\N,"217","Asia/Dubai","2013-07-06"
"292885","Al Fara‘","Al Fara`","Al Fara`,Al Fara‘,Far`,Fara,Far‘","25.4143","56.0912","P","PPL","AE","","05","","","","0",\N,"293","Asia/Dubai","2018-04-27"
"6691189","Al Fayha","Al Fayha","","25.3574","55.4086","P","PPLX","AE","","06","","","","0",\N,"6","Asia/Dubai","2008-03-20"
"292883","Al Fay‘","Al Fay`","Al Fai,Al Fay`,Al Fay‘","26.0214","56.0914","P","PPL","AE","","05","","","","0",\N,"34","Asia/Dubai","2018-04-27"
"8476557","Al Fisht","Al Fisht","","25.3844","55.4077","P","PPLX","AE","","02","","","","0",\N,"0","Asia/Dubai","2013-03-06"
"292880","Al Fīyay","Al Fiyay","Al Fiyay,Al Fiyya,Al Fiyyá,Al Fuyay',Al Fuyay’,Al Fīyay","24.298","53.2114","P","PPL","AE","","01","","","","0",\N,"-9999","Asia/Dubai","2012-01-18"
"292878","Al Fujayrah","Al Fujayrah","Al Fujayrah,Al-Fudjayra,Al-Fujayrah' emiraat,FJR,Fudschaira,Fudzhejra,Fujaira,Fujairah,Fujajro,Fujayrah,Fuĵajro,alfjyrt,fjyrt,fu ji la,fujaira,Фуджейра,الفجيرة,فجيرة,フジャイラ,富吉拉","25.1164","56.3414","P","PPLA","AE","","04","","","","62415",\N,"15","Asia/Dubai","2016-12-18"
"292877","Al Fulayyah","Al Fulayyah","Al Fulayyah,Falaiya,Falaiyah,Fulayyah","25.7348","55.9828","P","PPL","AE","","05","","","","0",\N,"6","Asia/Dubai","2012-01-18"
"8019353","Al Fuqait","Al Fuqait","","25.5997","56.3425","P","PPL","AE","","04","","","","0",\N,"7","Asia/Dubai","2011-09-13"
"292082","Al Ghābah","Al Ghabah","Al Ghabah,Al Ghābah,Ghubbah","26.0489","56.1533","P","PPL","AE","AE","05","","","","0",\N,"264","Asia/Dubai","2012-01-18"
"388443","Al Ghabām","Al Ghabam","Al Ghabam,Al Ghabām","26.0328","56.1522","P","PPL","AE","","05","","","","0",\N,"172","Asia/Dubai","2012-01-19"
"6691193","AL Ghafiya","AL Ghafiya","","25.3781","55.4372","P","PPLX","AE","","06","","","","0",\N,"4","Asia/Dubai","2008-03-20"
"8476551","Al Ghaphia","Al Ghaphia","","25.3757","55.4379","P","PPLX","AE","","02","","","","0",\N,"3","Asia/Dubai","2013-03-06"
"390258","Al Ghashbān","Al Ghashban","Al Ghashban,Al Ghashbān","26.0425","56.1186","P","PPL","AE","","05","","","","0",\N,"105","Asia/Dubai","2012-01-19"
"6691121","Al Ghuhaiba","Al Ghuhaiba","","25.3443","55.4133","P","PPLX","AE","","06","","","","0",\N,"7","Asia/Dubai","2008-03-19"
"292871","Al Ghurfah","Al Ghurfah","Al Ghurfah,Gharaifah,Gharefa,Ghurayfah,Ghurfah","25.125","56.3538","P","PPL","AE","","04","","","","0",\N,"6","Asia/Dubai","2012-01-18"
"6691135","Al Ghuwair","Al Ghuwair","","25.3598","55.3919","P","PPLX","AE","","06","","","","0",\N,"6","Asia/Dubai","2008-03-19"
"7632358","Al Gissemari","Al Gissemari","","25.1434","56.2484","P","PPL","AE","","04","","","","0",\N,"122","Asia/Dubai","2011-09-13"
"6691200","Al Goaz","Al Goaz","","25.3501","55.4461","P","PPLX","AE","","06","","","","0",\N,"9","Asia/Dubai","2008-03-20"
"6691104","Al Goze Industrial District","Al Goze Industrial District","","25.129","55.2327","P","PPLX","AE","","03","","","","0",\N,"5","Asia/Dubai","2008-03-19"
"8476560","Al Gulayaa","Al Gulayaa","","25.3735","55.3978","P","PPLX","AE","","06","","","","0",\N,"1","Asia/Dubai","2013-03-06"
"292865","Al Ḩādhī","Al Hadhi","Al Hadhi,Al Ḩādhī,Hadhi","23.1064","53.9953","P","PPL","AE","","01","","","","0",\N,"105","Asia/Dubai","2012-01-18"
"292860","Al Ḩalāh","Al Halah","Al Halah,Al Ḩalāh,Alhala","25.4774","56.1824","P","PPL","AE","","04","","","","0",\N,"192","Asia/Dubai","2012-01-18"
"414901","Al Ḩamīdīyah","Al Hamidiyah","Al Hamidiyah,Al Ḩamīdīyah,alhmydyt,الحميدية","25.4","55.5293","P","PPLX","AE","","02","","","","0",\N,"15","Asia/Dubai","2013-03-06"
"412516","Al Ḩamrānīyah","Al Hamraniyah","Al Hamraniyah,Al Ḩamrānīyah","25.6114","55.9003","P","PPL","AE","","05","","","","0",\N,"24","Asia/Dubai","2012-01-19"
"8201249","Al Ḩamrīyah","Al Hamriyah","Al Hamriya,Al Hamriyah,Al Ḩamrīyah,alhmryt,الحمرية","25.2887","55.3341","P","PPLX","AE","","03","","","","0",\N,"8","Asia/Dubai","2012-02-29"
"292856","Al Ḩamrīyah","Al Hamriyah","Al Hamriya,Al Hamriyah,Al Ḩamrīyah,Hamriya,Hamriyah,Hamriyyah,alhmryt,الحمرية,Ḥamriyyah,Ḩamrīyah","25.4782","55.5338","P","PPL","AE","","06","","","","0",\N,"8","Asia/Dubai","2012-01-18"
"292851","Al Hayr","Al Hayr","Al Hayir,Al Hayr","25.9786","56.0853","P","PPL","AE","AE","05","","","","0",\N,"28","Asia/Dubai","2012-01-18"
"292850","Al Ḩayrah","Al Hayrah","Al Haira,Al Hairah,Al Hayrah,Al Ḩayrah,Al-Hirah,Al-Ḥīrah,Hair,Haira,Hayrah","25.3815","55.4196","P","PPL","AE","","06","","","","0",\N,"0","Asia/Dubai","2012-01-18"
"6691139","Al Hazana","Al Hazana","","25.3697","55.4212","P","PPLX","AE","","06","","","","0",\N,"7","Asia/Dubai","2008-03-19"
"8051665","Al Ḩazaywah","Al Hazaywah","Al Hazaywah,Al Ḩazaywah,alhzywt,الحزيوة","25.5258","55.6627","P","PPL","AE","","07","","","","0",\N,"40","Asia/Dubai","2012-01-21"
"6691206","AL Heera Suburb","AL Heera Suburb","","25.3817","55.4192","P","PPLX","AE","","06","","","","0",\N,"0","Asia/Dubai","2018-04-27"
"8476235","Al Ḩilyū","Al Hilyu","Al Hilyu,Al Ḩilyū,alhlyw,الحليو","25.3912","55.5867","P","PPLX","AE","","02","","","","0",\N,"39","Asia/Dubai","2013-03-06"
"8019380","Al Hinya","Al Hinya","","25.3509","56.0253","P","PPL","AE","","04","","","","0",\N,"226","Asia/Dubai","2011-09-13"
"8052445","Al Ḩişn","Al Hisn","Al Hisn,Al Ḩişn,alhsn,الحصن","24.4802","54.353","P","PPLX","AE","","01","","","","0",\N,"8","Asia/Dubai","2012-01-21"
"8477212","Al Hoashi","Al Hoashi","","25.2626","55.5329","P","PPLX","AE","","00","","","","0",\N,"44","Asia/Dubai","2013-03-06"
"8476553","Al Homah","Al Homah","","25.3655","55.4697","P","PPLX","AE","","02","","","","0",\N,"-8","Asia/Dubai","2013-03-06"
"6691094","Al Hudaba","Al Hudaba","","25.2351","55.2744","P","PPLX","AE","","03","","","","0",\N,"4","Asia/Dubai","2008-03-19"
"6691093","Al Hudaiba","Al Hudaiba","","25.2415","55.278","P","PPLX","AE","","03","","","","0",\N,"3","Asia/Dubai","2008-03-19"
"8225410","Al Ḩuḑaybah","Al Hudaybah","Al Hudaybah,Al Hudheiba,Al Ḩuḑaybah,Hudheiba,alhdybh,الحضيبه","25.2429","55.2794","P","PPLX","AE","","03","","","","0",\N,"2","Asia/Dubai","2013-03-06"
"388440","Al Ḩulaylah","Al Hulaylah","Al Hulaylah,Al Ḩulaylah","25.8856","56.0522","P","PPL","AE","","05","","","","0",\N,"1","Asia/Dubai","2012-01-19"
"8054032","Al Ittiḩād","Al Ittihad","Al Ittihad,Al Ittiḩād,alathad,الإتحاد","24.455","54.3886","P","PPLX","AE","","01","","","","0",\N,"4","Asia/Dubai","2012-01-22"
"292869","Al Jaddah","Al Jaddah","Al Jaddah,Algida","25.9961","56.0842","P","PPL","AE","AE","05","","","","0",\N,"24","Asia/Dubai","2012-01-18"
"6691092","Al Jafliya","Al Jafliya","","25.2396","55.2854","P","PPLX","AE","","03","","","","0",\N,"3","Asia/Dubai","2008-03-19"
"292836","Al Jaḩr","Al Jahr","Al Jahr,Al Jaḩr,Juhr,Juḩr","24.25","55.5833","P","PPL","AE","AE","01","","","","0",\N,"214","Asia/Dubai","2012-01-18"
"8057190","Al Jāmi‘ al Kabīr","Al Jami` al Kabir","Al Jami` al Kabir,Al Jāmi‘ al Kabīr,الجامع الكبير","24.4124","54.4762","P","PPLX","AE","","01","","","","0",\N,"23","Asia/Dubai","2012-01-22"
"292833","Al Jazīrah","Al Jazirah","Al Jazirah,Al Jazīrah","25.35","55.3667","P","PPL","AE","","06","","","","0",\N,"13","Asia/Dubai","2018-04-27"
"291794","Al Jazīrah al Ḩamrā’","Al Jazirah al Hamra'","Al Hamra',Al Jazirah al Hamra',Al Jazīrah al Ḩamrā’,Al Ḩamrā’,Hamra","25.7091","55.8077","P","PPL","AE","","05","","","","0",\N,"3","Asia/Dubai","2018-04-27"
"6691140","Al Jazzat","Al Jazzat","","25.3648","55.426","P","PPLX","AE","","06","","","","0",\N,"8","Asia/Dubai","2008-03-19"
"8476566","Al Juhail","Al Juhail","","25.3533","55.381","P","PPLX","AE","","06","","","","0",\N,"13","Asia/Dubai","2013-03-06"
"8476735","Al Juraina","Al Juraina","","25.2987","55.4968","P","PPLX","AE","","00","","","","0",\N,"20","Asia/Dubai","2013-03-06"
"8475923","Al Jurf","Al Jurf","Al Jurf,aljrf,الجرف","25.4181","55.5079","P","PPLX","AE","","02","","","","0",\N,"6","Asia/Dubai","2013-03-06"
"6691091","Al Karama","Al Karama","","25.24","55.3011","P","PPLX","AE","","03","","","","0",\N,"4","Asia/Dubai","2008-03-19"
"8053994","Al Karāmah","Al Karamah","Al Karamah,Al Karāmah,alkramt,الكرامة","24.4649","54.3714","P","PPLX","AE","","01","","","","0",\N,"6","Asia/Dubai","2012-01-21"
"394346","Al Khabb","Al Khabb","Al Khabb","24.5897","55.7463","P","PPL","AE","","01","","","","0",\N,"294","Asia/Dubai","2013-07-06"
"6691082","Al Khabeesi","Al Khabeesi","","25.2677","55.3338","P","PPLX","AE","","03","","","","0",\N,"1","Asia/Dubai","2008-03-19"
"6691116","AL Khaildia Suburb","AL Khaildia Suburb","","25.34","55.3701","P","PPLX","AE","","06","","","","0",\N,"1","Asia/Dubai","2008-03-19"
"8052412","Al Khālidīyah","Al Khalidiyah","Al Khalidiyah,Al Khālidīyah,alkhaldyt,الخالدية","24.4677","54.3496","P","PPLX","AE","","01","","","","0",\N,"9","Asia/Dubai","2012-01-21"
"292826","Al Khān","Al Khan","Al Khan,Al Khān,Khan,Khān","25.3314","55.359","P","PPL","AE","","06","","","","0",\N,"3","Asia/Dubai","2012-01-18"
"292825","Al Khārī","Al Khari","Al Khari,Al Khārī","25.0975","56.0262","P","PPL","AE","","05","","","","0",\N,"270","Asia/Dubai","2012-01-18"
"388441","Al Khashfah","Al Khashfah","Al Khashfah","26.0283","56.1394","P","PPL","AE","","05","","","","0",\N,"131","Asia/Dubai","2012-01-19"
"292822","Al Khatim","Al Khatim","Al Khatim","24.2","54.8333","P","PPL","AE","","01","","","","0",\N,"80","Asia/Dubai","2012-01-18"
"8310107","Al Khawānīj","Al Khawanij","Al Khawaneej,Al Khawanij,Al Khawānīj,alkhwanyj,الخوانيج","25.2291","55.4901","P","PPLX","AE","","03","","","","0",\N,"55","Asia/Dubai","2012-06-07"
"292818","Al Khaznah","Al Khaznah","Al Khaznah","24.168","55.1116","P","PPL","AE","","01","","","","0",\N,"128","Asia/Dubai","2012-01-18"
"8476547","Al Khezammia","Al Khezammia","","25.3426","55.4382","P","PPLX","AE","","06","","","","0",\N,"16","Asia/Dubai","2013-03-06"
"292816","Al Khīs","Al Khis","Al Khis,Al Khīs","23.0085","54.1963","P","PPL","AE","","01","","","","0",\N,"103","Asia/Dubai","2012-01-18"
"6691126","Al Khouzamiya","Al Khouzamiya","","25.3396","55.4384","P","PPLX","AE","","06","","","","0",\N,"12","Asia/Dubai","2008-03-19"
"8052398","Al Khubayrah","Al Khubayrah","Al Khubayrah,alkhbyrt,الخبيرة","24.4634","54.3311","P","PPLX","AE","","01","","","","0",\N,"7","Asia/Dubai","2012-01-21"
"8469823","Al Kifaf","Al Kifaf","Al Kifaf","25.2346","55.2971","P","PPLX","AE","","03","","","","0",\N,"1","Asia/Dubai","2013-04-06"
"292808","Al Kubūs","Al Kubus","Al Kubus,Al Kubūs","25.6015","56.3047","P","PPL","AE","","04","","","","0",\N,"13","Asia/Dubai","2012-01-18"
"8052073","Al Labsah","Al Labsah","Al Labsah,allbst,اللبسة","25.4276","55.73","P","PPL","AE","","07","","","","0",\N,"44","Asia/Dubai","2012-01-21"
"412981","Al Lusaylī","Al Lusayli","Al Lusayli,Al Lusaylī","24.9314","55.4753","P","PPL","AE","","03","","","","0",\N,"116","Asia/Dubai","2012-01-19"
"389286","Al Mafraq","Al Mafraq","Al Mafraq","24.3038","54.6289","P","PPL","AE","","01","","","","0",\N,"12","Asia/Dubai","2012-01-19"
"292802","Al Mahamm","Al Mahamm","Al Maham,Al Mahamm","25.675","55.9903","P","PPL","AE","AE","05","","","","0",\N,"17","Asia/Dubai","2012-01-18"
"6691120","Al Mahatah","Al Mahatah","","25.3485","55.3944","P","PPLX","AE","","06","","","","0",\N,"6","Asia/Dubai","2008-03-19"
"8476508","Al Majaz 1","Al Majaz 1","","25.3377","55.3872","P","PPLX","AE","","06","","","","0",\N,"19","Asia/Dubai","2013-03-06"
"8476509","Al Majaz 2","Al Majaz 2","","25.3235","55.3877","P","PPLX","AE","","06","","","","0",\N,"10","Asia/Dubai","2013-03-06"
